"id","fecha_alta","ip_alta","fecha_ultimo_acceso","ip_ultimo_acceso","numero_votos","valoracion_votos","numero_comentarios","numero_imagenes","titulo","descripcion","telefono","fax","movil","pais","provincia","municipio","codigo_postal","url_web","latitud","longitud","descripcion_en","categoria","subcategoria","total_visitas","visible","preferencia","de_pago","fecha_ultima_actualizacion","email_contacto"
"","","","","","","","","","GUAGUA PARADA N 4001","EL PENON (AUT DEL NORTE)","","","","+34","Santa Cruz de Tenerife","","","","28.464706","-16.439481","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4002","EMP LA MATANZA (AUT DEL NORTE)","","","","+34","Santa Cruz de Tenerife","","","","28.459798","-16.449021","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4004","EMP SANTA URSULA (LA QUINTA)","","","","+34","Santa Cruz de Tenerife","","","","28.427091","-16.492965","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4005","EMP SANTA URSULA (LA QUINTA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.426854","-16.492753","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4011","LA CHARCA N 6 (LA OROTAVA)","","","","+34","Santa Cruz de Tenerife","","","","28.398663","-16.510166","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4012","LAS CUEVAS (CUESTA LA VILLA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.402051","-16.507517","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4014","CUESTA LA VILLA (FRENTE AL N 15)","","","","+34","Santa Cruz de Tenerife","","","","28.413878","-16.506875","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4018","C ESPANA N 16 (AYTO STA URSULA)","","","","+34","Santa Cruz de Tenerife","","","","28.425422","-16.490908","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4020","LOS CUATRO CAMINOS (SANTA URSULA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.424915","-16.483249","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4021","ANTERIOR PUENTE DE HIERRO (LA VICTORIA)","","","","+34","Santa Cruz de Tenerife","","","","28.425519","-16.477796","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4022","LA VICTORIA N 239","","","","+34","Santa Cruz de Tenerife","","","","28.428088","-16.478067","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4023","LA VICTORIA N 162 (EL LAUREL)","","","","+34","Santa Cruz de Tenerife","","","","28.431656","-16.474947","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4024","LA VICTORIA (EN COLEGIO STO DOMINGO)","","","","+34","Santa Cruz de Tenerife","","","","28.435265","-16.470816","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4025","LAVICTORIA EN EL N 45 (LA POLVORA)","","","","+34","Santa Cruz de Tenerife","","","","28.436297","-16.465698","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4026","LA MATANZA 2 (GASOLIN B P )(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.439214","-16.462162","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4028","MERCADILLO LA MATANZA","","","","+34","Santa Cruz de Tenerife","","","","28.44766","-16.457939","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4029","FARMACIA EN EL N 171(LA MONTANA)","","","","+34","Santa Cruz de Tenerife","","","","28.450683","-16.456971","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4030","FONDA FELIPE-CABALLO BLANCO N 97 (LA MATANZA)","","","","+34","Santa Cruz de Tenerife","","","","28.454306","-16.452961","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4031","C DEL NORTE N 29 (LA MATANZA)","","","","+34","Santa Cruz de Tenerife","","","","28.457774","-16.449072","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4032","TF - 5 (AUT NORTE) ALTURA BARRIO SAN JOSE","","","","+34","Santa Cruz de Tenerife","","","","28.463053","-16.442035","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4033","C SUBIDA A LA MATANZA (PRIMERAS CASAS)","","","","+34","Santa Cruz de Tenerife","","","","28.444588","-16.458338","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4035","C REAL LA MATANZA ALTA N 157","","","","+34","Santa Cruz de Tenerife","","","","28.448366","-16.453312","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4037","SUBIDA RAVELOS LA MATANZA ALTA","","","","+34","Santa Cruz de Tenerife","","","","28.453156","-16.447511","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4038","ANTES DEL BCO DEL ZAUZAL (LA MATANZA)","","","","+34","Santa Cruz de Tenerife","","","","28.456466","-16.445634","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4039","TACORONTE EN TF-5 SENDIO S C","","","","+34","Santa Cruz de Tenerife","","","","28.475526","-16.413955","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4040","ESTACION PUERTO DE LA CRUZ","","","","+34","Santa Cruz de Tenerife","","","","28.414132","-16.553625","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4041","AVDA MELCHOR LUZ (PLAZA PABELLON)","","","","+34","Santa Cruz de Tenerife","","","","28.412332","-16.553934","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4042","APARTAMENTOS EL RISCO (C BOTANICO)","","","","+34","Santa Cruz de Tenerife","","","","28.41392","-16.545895","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4043","HOTEL MELIA (C BOTANICO)","","","","+34","Santa Cruz de Tenerife","","","","28.413256","-16.541928","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4044","EL ROLON (SUPERMERCADO 2000)(C BOTANICO)","","","","+34","Santa Cruz de Tenerife","","","","28.414167","-16.539422","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4045","BTAN QUINTA (P C)","","","","+34","Santa Cruz de Tenerife","","","","28.408234","-16.534018","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4046","LA CALZADA (C BOTANICO)","","","","+34","Santa Cruz de Tenerife","","","","28.406081","-16.528058","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4047","MARIA PROVINCIA","","","","+34","Santa Cruz de Tenerife","","","","28.405331","-16.525457","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4048","EL CANARIO (C BOTANICO)","","","","+34","Santa Cruz de Tenerife","","","","28.404631","-16.521133","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4049","BCO ARENA TF- 5 N 50 (P C)","","","","+34","Santa Cruz de Tenerife","","","","28.40207","-16.517705","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4050","ROTONDA ACCESO A LA OROTAVA","","","","+34","Santa Cruz de Tenerife","","","","28.399362","-16.52198","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4051","RAMAL DE LA OROTAVA","","","","+34","Santa Cruz de Tenerife","","","","28.397946","-16.521214","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4054","C CALVO SOTELO (FRENTE AL N 1)","","","","+34","Santa Cruz de Tenerife","","","","28.386658","-16.522769","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4055","C CALVO SOTELO N 24 (CUATRO ESQUINAS)","","","","+34","Santa Cruz de Tenerife","","","","28.385676","-16.524744","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4056","CRUZ DEL TEIDE","","","","+34","Santa Cruz de Tenerife","","","","28.384438","-16.52776","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4057","LA CANCELA (C OROTAVA-PEROMA)","","","","+34","Santa Cruz de Tenerife","","","","28.381907","-16.531856","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4059","CAMINO S ANTONIO (REPSOL)","","","","+34","Santa Cruz de Tenerife","","","","28.37951","-16.537355","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4060","EL RATINO (FRENTE BODEGA RATINO) (SAN ANTONIO)","","","","+34","Santa Cruz de Tenerife","","","","28.378844","-16.539551","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4062","CHAPARRAL (LA PERDOMA)","","","","+34","Santa Cruz de Tenerife","","","","28.379422","-16.546481","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7451","FANABE (SUP HIPERDINO)","","","","+34","Santa Cruz de Tenerife","","","","28.106615","-16.731868","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7452","PABELLON POLIDEPORTIVO DE ADEJE","","","","+34","Santa Cruz de Tenerife","","","","28.114627","-16.729361","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7453","CEMENTERIO DE ADEJE","","","","+34","Santa Cruz de Tenerife","","","","28.115942","-16.727889","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7454","EL CERCO ADEJE","","","","+34","Santa Cruz de Tenerife","","","","28.119032","-16.726246","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7455","AMBULATORIO DE ADEJE","","","","+34","Santa Cruz de Tenerife","","","","28.11819","-16.727269","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7456","AVDA LOS VIENTOS - EL GALEON (ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.115586","-16.730849","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7457","AVDA.LA CONSTITUCION N 9 - LOS OLIVOS -(ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.121728","-16.727949","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7458","C PIEDRA REDONDA N 8 OLIVOS- (ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.122705","-16.728216","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7460","P INSTITUTO DE LOS OLIVOS (PLAZOLETA)","","","","+34","Santa Cruz de Tenerife","","","","28.122483","-16.734821","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7461","URB LAS TORRES (ANTES ROTONDA) (ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.124497","-16.737288","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7462","URB LAS TORRES FRENTE SUP (ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.125429","-16.740165","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7463","C ADEJE- GUIA ISORA (CRUCE ATALAYA)(ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.128129","-16.744685","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7464","LAS ROSAS (C ADEJE-GUIA)","","","","+34","Santa Cruz de Tenerife","","","","28.137069","-16.752914","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7465","LOS MENORES (C ADEJE-GUIA)","","","","+34","Santa Cruz de Tenerife","","","","28.140853","-16.756995","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7466","LOMO DEL CLERIO (C ADEJE-GUIA)","","","","+34","Santa Cruz de Tenerife","","","","28.145767","-16.760893","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7469","BCO ERQUES (TIJOCO)","","","","+34","Santa Cruz de Tenerife","","","","28.162227","-16.762989","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7470","CRUCE VERA DE ERQUES (TIJOCO)","","","","+34","Santa Cruz de Tenerife","","","","28.17003","-16.766604","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7472","TEJINA DE GUIA (PARADA CENTRAL)","","","","+34","Santa Cruz de Tenerife","","","","28.187477","-16.765574","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7474","CRUCE DEL POZO (TEJINA DE GUIA)","","","","+34","Santa Cruz de Tenerife","","","","28.200832","-16.768493","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7476","ESTACION (GUIA ISORA)","","","","+34","Santa Cruz de Tenerife","","","","28.208227","-16.775818","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7477","C GRAL DE GUIA ISORA N 22(FRENTE CORREO)","","","","+34","Santa Cruz de Tenerife","","","","28.208817","-16.779937","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7478","GUIA DE ISORA (BAR D FRANCISCO)","","","","+34","Santa Cruz de Tenerife","","","","28.211947","-16.781199","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7479","COOPERATIVA DE GUIA (PASANDO ESTACION SHELL)","","","","+34","Santa Cruz de Tenerife","","","","28.213845","-16.783052","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7480","EN ESTACION CEPSA EL JUNQUITO (C GUIA-ICOD)","","","","+34","Santa Cruz de Tenerife","","","","28.225442","-16.788203","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7481","CRUCE CHIGUERGE EN EL BAR LOS CAZADORES(C GUIA-ICO","","","","+34","Santa Cruz de Tenerife","","","","28.227769","-16.790283","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7483","CHIO (COLEGIO VIEJO) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.240846","-16.796843","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7484","CRUCE ARGUAYO EN EL N 47 (CHIO)","","","","+34","Santa Cruz de Tenerife","","","","28.243971","-16.798758","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7485","MALPAIS (TAMAIMO) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.265925","-16.817787","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7486","MALPAIS (TAMAIMO)","","","","+34","Santa Cruz de Tenerife","","","","28.266329","-16.818001","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7487","CRUCE ARGUAYO (CHIO)","","","","+34","Santa Cruz de Tenerife","","","","28.243878","-16.798796","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7488","CHIO (COLEGIO VIEJO)","","","","+34","Santa Cruz de Tenerife","","","","28.240696","-16.796834","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7489","LOS MALECONES (EN EL TANATORIO) (CHIO)","","","","+34","Santa Cruz de Tenerife","","","","28.236429","-16.794177","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7492","SUPERMERCADO ALTESA GUIA ISORA (CRUCE P S JUAN)","","","","+34","Santa Cruz de Tenerife","","","","28.213842","-16.783082","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7493","C GRAL DE GUIA ISORA N 51(CORREO)","","","","+34","Santa Cruz de Tenerife","","","","28.20874","-16.779987","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7495","CASAS PASADO EL CEMENTERIO (GUIA ISORA)","","","","+34","Santa Cruz de Tenerife","","","","28.20646","-16.771395","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7496","CRUCE DEL POZO (TEJINA DE GUIA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.200984","-16.768402","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7497","CRUCE ACOJEJA (TEJINA DE GUIA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.195163","-16.768765","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7498","COOPERATIVA (TEJINA DE GUIA)","","","","+34","Santa Cruz de Tenerife","","","","28.18519","-16.765526","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7499","TEJINA DE GUIA (PARADA CENTRAL) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.187226","-16.765592","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7502","EL LINCHITO (TIJOCO) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.156171","-16.763833","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7504","LOMO DEL CLERIO (C ADEJE-GUIA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.145621","-16.760924","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7505","LOS MENORES (C ADEJE-GUIA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.140918","-16.757053","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7506","LAS ROSAS (C ADEJE-GUIA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.136868","-16.752798","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7507","C ADEJE- GUIA ISORA (CRUCE ATALAYA)(ADEJE)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.128115","-16.744823","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7508","URB LAS TORRES (SUP MERCADONA)(ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.125422","-16.740054","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7510","P LA CHARCA LOS OLIVOS (ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.122407","-16.734611","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7511","AVDA LOS VIENTOS - EL GALEON (ADEJE)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.115962","-16.730817","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7512","FRENTE PABELLON POLIDEPORTIVO DE ADEJE","","","","+34","Santa Cruz de Tenerife","","","","28.114445","-16.729668","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7513","FANABE (ESTACION CEPSA )","","","","+34","Santa Cruz de Tenerife","","","","28.105489","-16.731762","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7514","PASANDO PUENTE PEATONAL URB (P LAS AMERICAS)","","","","+34","Santa Cruz de Tenerife","","","","28.091894","-16.729786","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7515","APARTAMENTO MAREVERDE (P LAS AMERICAS)","","","","+34","Santa Cruz de Tenerife","","","","28.086326","-16.730026","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7516","FRENTE SOCIEDAD COOPERATIVA S SEBASTIAN (ADEJE) (","","","","+34","Santa Cruz de Tenerife","","","","28.118754","-16.737844","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7517","EN SOCIEDAD COOPERATIVA S SEBASTIAN (ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.118478","-16.737938","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7524","COLEGIO PUBLICO (LOS OLIVOS-ADEJE)","","","","+34","Santa Cruz de Tenerife","","","","28.121387","-16.733466","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7527","CRUCE LOS ROQUES (PASANDO C DECELERACION NORTE TF","","","","+34","Santa Cruz de Tenerife","","","","28.224283","-16.41428","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7528","BAR REST MARACAY N 59","","","","+34","Santa Cruz de Tenerife","","","","28.222721","-16.418167","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7529","CEMENTERIO (FASNIA)","","","","+34","Santa Cruz de Tenerife","","","","28.235608","-16.435822","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7530","ESTACION CEPSA (FASNIA)","","","","+34","Santa Cruz de Tenerife","","","","28.23638","-16.439565","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7531","C HOYO LAS VISTAS -CASA RAMON- (CTRA LA ZARZA)","","","","+34","Santa Cruz de Tenerife","","","","28.239475","-16.442932","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7534","LA ZARZA (PASANDO SUB LA CRUJERA)","","","","+34","Santa Cruz de Tenerife","","","","28.236916","-16.454802","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7535","LLANO GRANDE (LA ZARZA)","","","","+34","Santa Cruz de Tenerife","","","","28.235862","-16.45538","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7537","SABINA ALTA -EN GAVINA TELEFONICA- (LA ZARZA)","","","","+34","Santa Cruz de Tenerife","","","","28.230806","-16.457214","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7538","EL HOYO-LA SOMBRERA (LA ZARZA)","","","","+34","Santa Cruz de Tenerife","","","","28.227963","-16.459771","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7539","LA SOMBRERA","","","","+34","Santa Cruz de Tenerife","","","","28.223405","-16.458054","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7540","EL HOYO-LA SOMBRERA (LA ZARZA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.228032","-16.459609","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7541","SABINA ALTA (LA ZARZA)","","","","+34","Santa Cruz de Tenerife","","","","28.230671","-16.457236","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7542","EN FRENTE CUEVA GASPAR (LA ZARZA)","","","","+34","Santa Cruz de Tenerife","","","","28.23476","-16.456705","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7543","LLANO GRANDE (LA ZARZA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.235797","-16.455322","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7545","CTRA LA ZARZA FRENTE N 56 -CUARTEL GUARDIA CIVIL","","","","+34","Santa Cruz de Tenerife","","","","28.238203","-16.444888","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7546","C HOYO LAS VISTAS -CASA RAMON- (CTRA LA ZARZA) (","","","","+34","Santa Cruz de Tenerife","","","","28.239347","-16.442695","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7548","CEMENTERIO (ENT FINCA CHALET) (FASNIA)","","","","+34","Santa Cruz de Tenerife","","","","28.235923","-16.436133","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7549","FRENTE BAR REST MARACAY N 59","","","","+34","Santa Cruz de Tenerife","","","","28.222565","-16.418127","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7550","CRUCE LOS ROQUES (ANTES C ACELARACION SUR TF-1)","","","","+34","Santa Cruz de Tenerife","","","","28.224325","-16.414305","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7553","FRENTE PUERTA FINCA LOMO JURADO (C A CRUZ DEL RO","","","","+34","Santa Cruz de Tenerife","","","","28.208447","-16.439373","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7554","FRENTE CHALET FINCA INES N 5 (C A CRUZ DEL ROQU","","","","+34","Santa Cruz de Tenerife","","","","28.212657","-16.440301","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7555","CRUCE LOS CHARCOS (C A CRUZ DEL ROQUE-FASNIA)","","","","+34","Santa Cruz de Tenerife","","","","28.21694","-16.442805","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7556","CRUCE LOS CHARCOS (C A LAS ERAS)(FASNIA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.21691","-16.442841","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7558","PUERTA FINCA LOMO JURADO (C A LAS ERAS)(FASNIA)","","","","+34","Santa Cruz de Tenerife","","","","28.208447","-16.439453","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7560","ENTRADA BAR REST MOJO PICON","","","","+34","Santa Cruz de Tenerife","","","","28.242701","-16.404548","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7562","AVDA DE BAYON N 35 (FRENTE VIVERES ADOLSINDA)","","","","+34","Santa Cruz de Tenerife","","","","28.253205","-16.421853","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7563","AVDA DE BAYON N 5","","","","+34","Santa Cruz de Tenerife","","","","28.256456","-16.428734","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7565","TF- 617 AVDA EL BAYON FRENTE N 5","","","","+34","Santa Cruz de Tenerife","","","","28.256439","-16.428722","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7566","TF- 617 AVDA EL BAYON N 88 (VIVERES ADOLSINDA)","","","","+34","Santa Cruz de Tenerife","","","","28.253395","-16.422088","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7567","TF-617 GRANJA DE POLLOS AGACHE","","","","+34","Santa Cruz de Tenerife","","","","28.24634","-16.416358","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7572","CTRA TF-375 ARGUAYO -CRUZ DEL ANGEL-","","","","+34","Santa Cruz de Tenerife","","","","28.258143","-16.808225","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7574","ARGUAYO BAR CERCADO","","","","+34","Santa Cruz de Tenerife","","","","28.266034","-16.807426","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7575","ARGUAYO CENTRO ALFARERO","","","","+34","Santa Cruz de Tenerife","","","","28.268833","-16.807935","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7576","ARGUAYO EN PARQUE MERENDERO","","","","+34","Santa Cruz de Tenerife","","","","28.270474","-16.806324","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7577","TF- 375 FRENTE CAPILLA MIRADOR EL PINO (ARGUAYO)","","","","+34","Santa Cruz de Tenerife","","","","28.278546","-16.801184","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7579","CRUCE LAS MANCHAS (C GUIA-ICOD)","","","","+34","Santa Cruz de Tenerife","","","","28.291015","-16.813453","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7581","CMNO REAL V DE ARRIBA EN IGLESIA","","","","+34","Santa Cruz de Tenerife","","","","28.306545","-16.80776","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7582","VALLE DE ARRIBA","","","","+34","Santa Cruz de Tenerife","","","","28.307232","-16.804548","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7583","TF-454 FRENTE EDIFICIO EL PINAR TAMAIMO","","","","+34","Santa Cruz de Tenerife","","","","28.267413","-16.820331","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7584","TF -454 FRENTE EL CEMENTERIO TAMAIMO","","","","+34","Santa Cruz de Tenerife","","","","28.263019","-16.821328","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7585","TF -454 ESTACION P CAM (EN SALIDA A LOS GIGANTES","","","","+34","Santa Cruz de Tenerife","","","","28.260861","-16.824766","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7586","TF -454 N 68 -FINCA COLMENA-","","","","+34","Santa Cruz de Tenerife","","","","28.256117","-16.825375","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7587","TF - 454 N 74 -LAS CHARCAS-","","","","+34","Santa Cruz de Tenerife","","","","28.25359","-16.826447","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7588","TF - 454 N 84 -FCA EL VENTOSO -","","","","+34","Santa Cruz de Tenerife","","","","28.250796","-16.826662","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7589","TF-454 N 124 -FRENTE GARDEN CENTER-","","","","+34","Santa Cruz de Tenerife","","","","28.246292","-16.827012","","121","123","","","","","",""
